#Sensitivity at 5Hz,,,,,,,,,,,,
Piezo(V),FBG(pm),,,,,,,,,,,
,,B-1536678,A-0.758,,,,,,,Piezo FFT,FBG FFT,crest-to-trough
0.739,1536657,-21,-0.019,,,,,,,,,
0.739,1536657,-21,-0.019,,,,,,,,,
0.736,1536657,-21,-0.022,,,,,,,,,
0.736,1536657,-21,-0.022,,,,,,,,,
0.737,1536657,-21,-0.021,,,,,,,,,
0.737,1536657,-21,-0.021,,,,,,,,,
0.736,1536657,-21,-0.022,,,,,,,,,
0.734,1536657,-21,-0.024,,,,,,,,,
0.733,1536655,-23,-0.025,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.735,1536655,-23,-0.023,,,,,,,,,
0.733,1536656,-22,-0.025,,,,,,,,,
0.733,1536656,-22,-0.025,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.737,1536657,-21,-0.021,,,,,,,,,
0.736,1536658,-20,-0.022,,,,,,,,,
0.735,1536658,-20,-0.023,,,,,,,,,
0.736,1536658,-20,-0.022,,,,,,,,,
0.738,1536659,-19,-0.02,,,,,,,,,
0.74,1536660,-18,-0.018,,,,,,,,,
0.739,1536661,-17,-0.019,,,,,,,,,
0.74,1536662,-16,-0.018,,,,,,,,,
0.741,1536662,-16,-0.017,,,,,,,,,
0.742,1536663,-15,-0.016,,,,,,,,,
0.743,1536664,-14,-0.015,,,,,,,,,
0.744,1536666,-12,-0.014,,,,,,,,,
0.744,1536667,-11,-0.014,,,,,,,,,
0.746,1536668,-10,-0.012,,,,,,,,,
0.749,1536669,-9,-0.009,,,,,,,,,
0.749,1536670,-8,-0.009,,,,,,,,,
0.751,1536671,-7,-0.007,,,,,,,,,
0.75,1536673,-5,-0.008,,,,,,,,,
0.753,1536674,-4,-0.005,,,,,,,,,
0.755,1536675,-3,-0.003,,,,,,,,,
0.757,1536676,-2,-0.001,,,,,,,,,
0.757,1536677,-1,-0.001,,,,,,,,,
0.759,1536679,1,0.001,,,,,,,,,
0.762,1536680,2,0.004,,,,,,,,,
0.763,1536681,3,0.005,,,,,,,,,
0.763,1536683,5,0.005,,,,,,,,,
0.763,1536684,6,0.005,,,,,,,,,
0.766,1536684,6,0.008,,,,,,,,,
0.767,1536687,9,0.009,,,,,,,,,
0.768,1536688,10,0.01,,,,,,,,,
0.768,1536689,11,0.01,,,,,,,,,
0.769,1536689,11,0.011,,,,,,,,,
0.772,1536689,11,0.014,,,,,,,,,
0.773,1536691,13,0.015,,,,,,,,,
0.773,1536691,13,0.015,,,,,,,,,
0.773,1536692,14,0.015,,,,,,,,,
0.774,1536693,15,0.016,,,,,,,,,
0.776,1536694,16,0.018,,,,,,,,,
0.778,1536695,17,0.02,,,,,,,,,
0.778,1536696,18,0.02,,,,,,,,,
0.778,1536697,19,0.02,,,,,,,,,
0.779,1536698,20,0.021,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.78,1536698,20,0.022,,,,,,,,,
0.78,1536698,20,0.022,,,,,,,,,
0.779,1536698,20,0.021,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.782,1536698,20,0.024,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.78,1536698,20,0.022,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.783,1536697,19,0.025,,,,,,,,,
0.782,1536697,19,0.024,,,,,,,,,
0.78,1536696,18,0.022,,,,,,,,,
0.779,1536696,18,0.021,,,,,,,,,
0.779,1536695,17,0.021,,,,,,,,,
0.779,1536694,16,0.021,,,,,,,,,
0.777,1536693,15,0.019,,,,,,,,,
0.775,1536692,14,0.017,,,,,,,,,
0.774,1536691,13,0.016,,,,,,,,,
0.776,1536690,12,0.018,,,,,,,,,
0.774,1536688,10,0.016,,,,,,,,,
0.771,1536687,9,0.013,,,,,,,,,
0.769,1536687,9,0.011,,,,,,,,,
0.769,1536686,8,0.011,,,,,,,,,
0.769,1536684,6,0.011,,,,,,,,,
0.767,1536683,5,0.009,,,,,,,,,
0.764,1536681,3,0.006,,,,,,,,,
0.761,1536680,2,0.003,,,,,,,,,
0.762,1536678,0,0.004,,,,,,,,,
0.76,1536676,-2,0.002,,,,,,,,,
0.758,1536674,-4,0,,,,,,,,,
0.754,1536673,-5,-0.004,,,,,,,,,
0.754,1536672,-6,-0.004,,,,,,,,,
0.754,1536670,-8,-0.004,,,,,,,,,
0.753,1536669,-9,-0.005,,,,,,,,,
0.75,1536668,-10,-0.008,,,,,,,,,
0.748,1536668,-10,-0.01,,,,,,,,,
0.748,1536666,-12,-0.01,,,,,,,,,
0.748,1536665,-13,-0.01,,,,,,,,,
0.746,1536665,-13,-0.012,,,,,,,,,
0.744,1536664,-14,-0.014,,,,,,,,,
0.742,1536663,-15,-0.016,,,,,,,,,
0.743,1536661,-17,-0.015,,,,,,,,,
0.741,1536660,-18,-0.017,,,,,,,,,
0.738,1536660,-18,-0.02,,,,,,,,,
0.736,1536659,-19,-0.022,,,,,,,,,
0.738,1536658,-20,-0.02,,,,,,,,,
0.739,1536657,-21,-0.019,,,,,,,,,
0.738,1536656,-22,-0.02,,,,,,,,,
0.735,1536656,-22,-0.023,,,,,,,,,
0.735,1536657,-21,-0.023,,,,,,,,,
0.736,1536657,-21,-0.022,,,,,,,,,
0.737,1536655,-23,-0.021,,,,,,,,,
0.735,1536656,-22,-0.023,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.735,1536655,-23,-0.023,,,,,,,,,
0.735,1536656,-22,-0.023,,,,,,,,,
0.733,1536655,-23,-0.025,,,,,,,,,
0.734,1536657,-21,-0.024,,,,,,,,,
0.735,1536657,-21,-0.023,,,,,,,,,
0.737,1536658,-20,-0.021,,,,,,,,,
0.737,1536657,-21,-0.021,,,,,,,,,
0.736,1536660,-18,-0.022,,,,,,,,,
0.737,1536660,-18,-0.021,,,,,,,,,
0.74,1536661,-17,-0.018,,,,,,,,,
0.741,1536662,-16,-0.017,,,,,,,,,
0.741,1536661,-17,-0.017,,,,,,,,,
0.741,1536664,-14,-0.017,,,,,,,,,
0.743,1536665,-13,-0.015,,,,,,,,,
0.746,1536665,-13,-0.012,,,,,,,,,
0.746,1536666,-12,-0.012,,,,,,,,,
0.745,1536669,-9,-0.013,,,,,,,,,
0.745,1536669,-9,-0.013,,,,,,,,,
0.749,1536671,-7,-0.009,,,,,,,,,
0.752,1536671,-7,-0.006,,,,,,,,,
0.752,1536673,-5,-0.006,,,,,,,,,
0.751,1536675,-3,-0.007,,,,,,,,,
0.754,1536676,-2,-0.004,,,,,,,,,
0.757,1536676,-2,-0.001,,,,,,,,,
0.758,1536678,0,0,,,,,,,,,
0.758,1536679,1,0,,,,,,,,,
0.759,1536681,3,0.001,,,,,,,,,
0.762,1536682,4,0.004,,,,,,,,,
0.765,1536683,5,0.007,,,,,,,,,
0.766,1536684,6,0.008,,,,,,,,,
0.764,1536685,7,0.006,,,,,,,,,
0.766,1536687,9,0.008,,,,,,,,,
0.769,1536687,9,0.011,,,,,,,,,
0.771,1536688,10,0.013,,,,,,,,,
0.77,1536689,11,0.012,,,,,,,,,
0.77,1536691,13,0.012,,,,,,,,,
0.772,1536691,13,0.014,,,,,,,,,
0.775,1536691,13,0.017,,,,,,,,,
0.776,1536692,14,0.018,,,,,,,,,
0.774,1536694,16,0.016,,,,,,,,,
0.774,1536694,16,0.016,,,,,,,,,
0.777,1536695,17,0.019,,,,,,,,,
0.779,1536695,17,0.021,,,,,,,,,
0.78,1536697,19,0.022,,,,,,,,,
0.778,1536697,19,0.02,,,,,,,,,
0.779,1536698,20,0.021,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.782,1536699,21,0.024,,,,,,,,,
0.78,1536699,21,0.022,,,,,,,,,
0.779,1536699,21,0.021,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.782,1536697,19,0.024,,,,,,,,,
0.781,1536697,19,0.023,,,,,,,,,
0.78,1536698,20,0.022,,,,,,,,,
0.78,1536698,20,0.022,,,,,,,,,
0.782,1536696,18,0.024,,,,,,,,,
0.782,1536696,18,0.024,,,,,,,,,
0.78,1536695,17,0.022,,,,,,,,,
0.777,1536696,18,0.019,,,,,,,,,
0.777,1536695,17,0.019,,,,,,,,,
0.779,1536694,16,0.021,,,,,,,,,
0.778,1536692,14,0.02,,,,,,,,,
0.774,1536691,13,0.016,,,,,,,,,
0.772,1536691,13,0.014,,,,,,,,,
0.772,1536688,10,0.014,,,,,,,,,
0.773,1536687,9,0.015,,,,,,,,,
0.771,1536685,7,0.013,,,,,,,,,
0.768,1536685,7,0.01,,,,,,,,,
0.765,1536684,6,0.007,,,,,,,,,
0.767,1536682,4,0.009,,,,,,,,,
0.766,1536680,2,0.008,,,,,,,,,
0.763,1536680,2,0.005,,,,,,,,,
0.759,1536678,0,0.001,,,,,,,,,
0.76,1536676,-2,0.002,,,,,,,,,
0.76,1536675,-3,0.002,,,,,,,,,
0.758,1536674,-4,0,,,,,,,,,
0.753,1536673,-5,-0.005,,,,,,,,,
0.751,1536672,-6,-0.007,,,,,,,,,
0.752,1536670,-8,-0.006,,,,,,,,,
0.751,1536669,-9,-0.007,,,,,,,,,
0.749,1536666,-12,-0.009,,,,,,,,,
0.746,1536666,-12,-0.012,,,,,,,,,
0.745,1536666,-12,-0.013,,,,,,,,,
0.747,1536664,-14,-0.011,,,,,,,,,
0.746,1536663,-15,-0.012,,,,,,,,,
0.743,1536663,-15,-0.015,,,,,,,,,
0.74,1536661,-17,-0.018,,,,,,,,,
0.74,1536661,-17,-0.018,,,,,,,,,
0.741,1536660,-18,-0.017,,,,,,,,,
0.739,1536659,-19,-0.019,,,,,,,,,
0.736,1536658,-20,-0.022,,,,,,,,,
0.735,1536658,-20,-0.023,,,,,,,,,
0.737,1536657,-21,-0.021,,,,,,,,,
0.738,1536657,-21,-0.02,,,,,,,,,
0.735,1536657,-21,-0.023,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.734,1536657,-21,-0.024,,,,,,,,,
0.737,1536657,-21,-0.021,,,,,,,,,
0.737,1536655,-23,-0.021,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.732,1536657,-21,-0.026,,,,,,,,,
0.734,1536657,-21,-0.024,,,,,,,,,
0.737,1536657,-21,-0.021,,,,,,,,,
0.735,1536657,-21,-0.023,,,,,,,,,
0.734,1536657,-21,-0.024,,,,,,,,,
0.734,1536658,-20,-0.024,,,,,,,,,
0.738,1536658,-20,-0.02,,,,,,,,,
0.739,1536658,-20,-0.019,,,,,,,,,
0.737,1536661,-17,-0.021,,,,,,,,,
0.737,1536661,-17,-0.021,,,,,,,,,
0.74,1536661,-17,-0.018,,,,,,,,,
0.743,1536662,-16,-0.015,,,,,,,,,
0.743,1536663,-15,-0.015,,,,,,,,,
0.741,1536666,-12,-0.017,,,,,,,,,
0.743,1536665,-13,-0.015,,,,,,,,,
0.746,1536667,-11,-0.012,,,,,,,,,
0.749,1536667,-11,-0.009,,,,,,,,,
0.747,1536669,-9,-0.011,,,,,,,,,
0.747,1536670,-8,-0.011,,,,,,,,,
0.749,1536672,-6,-0.009,,,,,,,,,
0.753,1536673,-5,-0.005,,,,,,,,,
0.754,1536673,-5,-0.004,,,,,,,,,
0.753,1536675,-3,-0.005,,,,,,,,,
0.754,1536677,-1,-0.004,,,,,,,,,
0.758,1536679,1,0,,,,,,,,,
0.761,1536678,0,0.003,,,,,,,,,
0.761,1536680,2,0.003,,,,,,,,,
0.76,1536681,3,0.002,,,,,,,,,
0.762,1536682,4,0.004,,,,,,,,,
0.765,1536683,5,0.007,,,,,,,,,
0.767,1536685,7,0.009,,,,,,,,,
0.766,1536687,9,0.008,,,,,,,,,
0.767,1536687,9,0.009,,,,,,,,,
0.769,1536688,10,0.011,,,,,,,,,
0.773,1536688,10,0.015,,,,,,,,,
0.774,1536691,13,0.016,,,,,,,,,
0.772,1536691,13,0.014,,,,,,,,,
0.773,1536692,14,0.015,,,,,,,,,
0.774,1536692,14,0.016,,,,,,,,,
0.776,1536694,16,0.018,,,,,,,,,
0.776,1536695,17,0.018,,,,,,,,,
0.775,1536695,17,0.017,,,,,,,,,
0.777,1536695,17,0.019,,,,,,,,,
0.78,1536695,17,0.022,,,,,,,,,
0.781,1536696,18,0.023,,,,,,,,,
0.779,1536698,20,0.021,,,,,,,,,
0.779,1536699,21,0.021,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.784,1536698,20,0.026,,,,,,,,,
0.782,1536698,20,0.024,,,,,,,,,
0.78,1536699,21,0.022,,,,,,,,,
0.78,1536699,21,0.022,,,,,,,,,
0.782,1536699,21,0.024,,,,,,,,,
0.783,1536698,20,0.025,,,,,,,,,
0.781,1536697,19,0.023,,,,,,,,,
0.779,1536696,18,0.021,,,,,,,,,
0.779,1536696,18,0.021,,,,,,,,,
0.781,1536695,17,0.023,,,,,,,,,
0.78,1536695,17,0.022,,,,,,,,,
0.777,1536694,16,0.019,,,,,,,,,
0.775,1536693,15,0.017,,,,,,,,,
0.777,1536692,14,0.019,,,,,,,,,
0.778,1536691,13,0.02,,,,,,,,,
0.776,1536690,12,0.018,,,,,,,,,
0.771,1536689,11,0.013,,,,,,,,,
0.771,1536687,9,0.013,,,,,,,,,
0.771,1536687,9,0.013,,,,,,,,,
0.771,1536686,8,0.013,,,,,,,,,
0.766,1536684,6,0.008,,,,,,,,,
0.764,1536683,5,0.006,,,,,,,,,
0.765,1536681,3,0.007,,,,,,,,,
0.766,1536678,0,0.008,,,,,,,,,
0.763,1536678,0,0.005,,,,,,,,,
0.758,1536676,-2,0,,,,,,,,,
0.757,1536676,-2,-0.001,,,,,,,,,
0.758,1536674,-4,0,,,,,,,,,
0.757,1536673,-5,-0.001,,,,,,,,,
0.754,1536671,-7,-0.004,,,,,,,,,
0.75,1536670,-8,-0.008,,,,,,,,,
0.75,1536669,-9,-0.008,,,,,,,,,
0.751,1536667,-11,-0.007,,,,,,,,,
0.749,1536666,-12,-0.009,,,,,,,,,
0.745,1536666,-12,-0.013,,,,,,,,,
0.743,1536664,-14,-0.015,,,,,,,,,
0.744,1536662,-16,-0.014,,,,,,,,,
0.746,1536662,-16,-0.012,,,,,,,,,
0.743,1536661,-17,-0.015,,,,,,,,,
0.739,1536661,-17,-0.019,,,,,,,,,
0.738,1536660,-18,-0.02,,,,,,,,,
0.74,1536660,-18,-0.018,,,,,,,,,
0.74,1536658,-20,-0.018,,,,,,,,,
0.737,1536658,-20,-0.021,,,,,,,,,
0.735,1536658,-20,-0.023,,,,,,,,,
0.735,1536657,-21,-0.023,,,,,,,,,
0.738,1536657,-21,-0.02,,,,,,,,,
0.736,1536656,-22,-0.022,,,,,,,,,
0.733,1536656,-22,-0.025,,,,,,,,,
0.732,1536656,-22,-0.026,,,,,,,,,
0.735,1536655,-23,-0.023,,,,,,,,,
0.736,1536656,-22,-0.022,,,,,,,,,
0.735,1536657,-21,-0.023,,,,,,,,,
0.732,1536657,-21,-0.026,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.738,1536657,-21,-0.02,,,,,,,,,
0.737,1536657,-21,-0.021,,,,,,,,,
0.735,1536658,-20,-0.023,,,,,,,,,
0.735,1536658,-20,-0.023,,,,,,,,,
0.737,1536659,-19,-0.021,,,,,,,,,
0.74,1536660,-18,-0.018,,,,,,,,,
0.74,1536661,-17,-0.018,,,,,,,,,
0.738,1536662,-16,-0.02,,,,,,,,,
0.739,1536663,-15,-0.019,,,,,,,,,
0.742,1536663,-15,-0.016,,,,,,,,,
0.744,1536664,-14,-0.014,,,,,,,,,
0.743,1536665,-13,-0.015,,,,,,,,,
0.743,1536667,-11,-0.015,,,,,,,,,
0.746,1536668,-10,-0.012,,,,,,,,,
0.75,1536669,-9,-0.008,,,,,,,,,
0.75,1536670,-8,-0.008,,,,,,,,,
0.749,1536672,-6,-0.009,,,,,,,,,
0.75,1536672,-6,-0.008,,,,,,,,,
0.754,1536674,-4,-0.004,,,,,,,,,
0.757,1536675,-3,-0.001,,,,,,,,,
0.757,1536676,-2,-0.001,,,,,,,,,
0.755,1536678,0,-0.003,,,,,,,,,
0.758,1536680,2,0,,,,,,,,,
0.763,1536680,2,0.005,,,,,,,,,
0.763,1536681,3,0.005,,,,,,,,,
0.762,1536683,5,0.004,,,,,,,,,
0.762,1536684,6,0.004,,,,,,,,,
0.765,1536685,7,0.007,,,,,,,,,
0.769,1536685,7,0.011,,,,,,,,,
0.77,1536687,9,0.012,,,,,,,,,
0.768,1536687,9,0.01,,,,,,,,,
0.769,1536689,11,0.011,,,,,,,,,
0.773,1536691,13,0.015,,,,,,,,,
0.776,1536691,13,0.018,,,,,,,,,
0.774,1536691,13,0.016,,,,,,,,,
0.773,1536693,15,0.015,,,,,,,,,
0.774,1536694,16,0.016,,,,,,,,,
0.777,1536695,17,0.019,,,,,,,,,
0.778,1536695,17,0.02,,,,,,,,,
0.778,1536696,18,0.02,,,,,,,,,
0.777,1536695,17,0.019,,,,,,,,,
0.779,1536697,19,0.021,,,,,,,,,
0.781,1536696,18,0.023,,,,,,,,,
0.781,1536699,21,0.023,,,,,,,,,
0.779,1536699,21,0.021,,,,,,,,,
0.779,1536699,21,0.021,,,,,,,,,
0.783,1536698,20,0.025,,,,,,,,,
0.784,1536697,19,0.026,,,,,,,,,
0.781,1536699,21,0.023,,,,,,,,,
0.78,1536699,21,0.022,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.783,1536698,20,0.025,,,,,,,,,
0.782,1536697,19,0.024,,,,,,,,,
0.779,1536697,19,0.021,,,,,,,,,
0.778,1536695,17,0.02,,,,,,,,,
0.78,1536695,17,0.022,,,,,,,,,
0.78,1536694,16,0.022,,,,,,,,,
0.778,1536693,15,0.02,,,,,,,,,
0.774,1536692,14,0.016,,,,,,,,,
0.775,1536692,14,0.017,,,,,,,,,
0.775,1536689,11,0.017,,,,,,,,,
0.774,1536688,10,0.016,,,,,,,,,
0.771,1536687,9,0.013,,,,,,,,,
0.769,1536686,8,0.011,,,,,,,,,
0.769,1536684,6,0.011,,,,,,,,,
0.77,1536683,5,0.012,,,,,,,,,
0.767,1536683,5,0.009,,,,,,,,,
0.763,1536682,4,0.005,,,,,,,,,
0.762,1536680,2,0.004,,,,,,,,,
0.763,1536678,0,0.005,,,,,,,,,
0.761,1536676,-2,0.003,,,,,,,,,
0.758,1536675,-3,0,,,,,,,,,
0.755,1536675,-3,-0.003,,,,,,,,,
0.755,1536673,-5,-0.003,,,,,,,,,
0.755,1536671,-7,-0.003,,,,,,,,,
0.753,1536670,-8,-0.005,,,,,,,,,
0.749,1536669,-9,-0.009,,,,,,,,,
0.748,1536668,-10,-0.01,,,,,,,,,
0.749,1536666,-12,-0.009,,,,,,,,,
0.748,1536666,-12,-0.01,,,,,,,,,
0.745,1536665,-13,-0.013,,,,,,,,,
0.743,1536664,-14,-0.015,,,,,,,,,
0.743,1536662,-16,-0.015,,,,,,,,,
0.743,1536661,-17,-0.015,,,,,,,,,
0.742,1536661,-17,-0.016,,,,,,,,,
0.739,1536659,-19,-0.019,,,,,,,,,
0.737,1536660,-18,-0.021,,,,,,,,,
0.738,1536658,-20,-0.02,,,,,,,,,
0.739,1536657,-21,-0.019,,,,,,,,,
0.737,1536657,-21,-0.021,,,,,,,,,
0.735,1536656,-22,-0.023,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.736,1536655,-23,-0.022,,,,,,,,,
0.736,1536656,-22,-0.022,,,,,,,,,
0.735,1536655,-23,-0.023,,,,,,,,,
0.732,1536657,-21,-0.026,,,,,,,,,
0.733,1536656,-22,-0.025,,,,,,,,,
0.735,1536655,-23,-0.023,,,,,,,,,
0.735,1536656,-22,-0.023,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.734,1536657,-21,-0.024,,,,,,,,,
0.735,1536657,-21,-0.023,,,,,,,,,
0.737,1536656,-22,-0.021,,,,,,,,,
0.737,1536658,-20,-0.021,,,,,,,,,
0.737,1536659,-19,-0.021,,,,,,,,,
0.737,1536660,-18,-0.021,,,,,,,,,
0.739,1536661,-17,-0.019,,,,,,,,,
0.741,1536661,-17,-0.017,,,,,,,,,
0.741,1536662,-16,-0.017,,,,,,,,,
0.74,1536664,-14,-0.018,,,,,,,,,
0.743,1536665,-13,-0.015,,,,,,,,,
0.745,1536665,-13,-0.013,,,,,,,,,
0.746,1536667,-11,-0.012,,,,,,,,,
0.744,1536668,-10,-0.014,,,,,,,,,
0.746,1536669,-9,-0.012,,,,,,,,,
0.749,1536671,-7,-0.009,,,,,,,,,
0.751,1536671,-7,-0.007,,,,,,,,,
0.751,1536673,-5,-0.007,,,,,,,,,
0.751,1536674,-4,-0.007,,,,,,,,,
0.754,1536676,-2,-0.004,,,,,,,,,
0.756,1536676,-2,-0.002,,,,,,,,,
0.759,1536678,0,0.001,,,,,,,,,
0.759,1536679,1,0.001,,,,,,,,,
0.76,1536680,2,0.002,,,,,,,,,
0.762,1536682,4,0.004,,,,,,,,,
0.764,1536682,4,0.006,,,,,,,,,
0.765,1536684,6,0.007,,,,,,,,,
0.765,1536686,8,0.007,,,,,,,,,
0.766,1536687,9,0.008,,,,,,,,,
0.768,1536687,9,0.01,,,,,,,,,
0.771,1536688,10,0.013,,,,,,,,,
0.772,1536689,11,0.014,,,,,,,,,
0.771,1536690,12,0.013,,,,,,,,,
0.772,1536691,13,0.014,,,,,,,,,
0.774,1536691,13,0.016,,,,,,,,,
0.776,1536692,14,0.018,,,,,,,,,
0.775,1536694,16,0.017,,,,,,,,,
0.775,1536694,16,0.017,,,,,,,,,
0.776,1536695,17,0.018,,,,,,,,,
0.779,1536695,17,0.021,,,,,,,,,
0.78,1536697,19,0.022,,,,,,,,,
0.779,1536697,19,0.021,,,,,,,,,
0.779,1536698,20,0.021,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.782,1536698,20,0.024,,,,,,,,,
0.782,1536698,20,0.024,,,,,,,,,
0.78,1536699,21,0.022,,,,,,,,,
0.781,1536696,18,0.023,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.782,1536698,20,0.024,,,,,,,,,
0.781,1536698,20,0.023,,,,,,,,,
0.781,1536697,19,0.023,,,,,,,,,
0.781,1536697,19,0.023,,,,,,,,,
0.781,1536696,18,0.023,,,,,,,,,
0.781,1536695,17,0.023,,,,,,,,,
0.777,1536695,17,0.019,,,,,,,,,
0.778,1536693,15,0.02,,,,,,,,,
0.777,1536693,15,0.019,,,,,,,,,
0.778,1536691,13,0.02,,,,,,,,,
0.776,1536691,13,0.018,,,,,,,,,
0.773,1536690,12,0.015,,,,,,,,,
0.773,1536689,11,0.015,,,,,,,,,
0.773,1536688,10,0.015,,,,,,,,,
0.772,1536687,9,0.014,,,,,,,,,
0.768,1536685,7,0.01,,,,,,,,,
0.766,1536684,6,0.008,,,,,,,,,
0.766,1536682,4,0.008,,,,,,,,,
0.765,1536680,2,0.007,,,,,,,,,
0.764,1536679,1,0.006,,,,,,,,,
0.76,1536678,0,0.002,,,,,,,,,
0.759,1536676,-2,0.001,,,,,,,,,
0.758,1536675,-3,0,,,,,,,,,
0.758,1536673,-5,0,,,,,,,,,
0.755,1536673,-5,-0.003,,,,,,,,,
0.754,1536672,-6,-0.004,,,,,,,,,
0.752,1536670,-8,-0.006,,,,,,,,,
0.751,1536669,-9,-0.007,,,,,,,,,
0.75,1536667,-11,-0.008,,,,,,,,,
0.747,1536667,-11,-0.011,,,,,,,,,
0.746,1536666,-12,-0.012,,,,,,,,,
0.746,1536665,-13,-0.012,,,,,,,,,
0.745,1536663,-15,-0.013,,,,,,,,,
0.743,1536662,-16,-0.015,,,,,,,,,
0.741,1536661,-17,-0.017,,,,,,,,,
0.74,1536661,-17,-0.018,,,,,,,,,
0.74,1536659,-19,-0.018,,,,,,,,,
0.74,1536658,-20,-0.018,,,,,,,,,
0.738,1536658,-20,-0.02,,,,,,,,,
0.737,1536658,-20,-0.021,,,,,,,,,
0.737,1536658,-20,-0.021,,,,,,,,,
0.737,1536656,-22,-0.021,,,,,,,,,
0.736,1536656,-22,-0.022,,,,,,,,,
0.734,1536656,-22,-0.024,,,,,,,,,
0.734,1536655,-23,-0.024,,,,,,,,,
0.735,1536655,-23,-0.023,,,,,,,,,
0.735,1536655,-23,-0.023,,,,,,,,,
0.735,1536655,-23,-0.023,,,,,,,,,
0.733,1536656,-22,-0.025,,,,,,,,,
0.733,1536655,-23,-0.025,,,,,,,,,
0.736,1536656,-22,-0.022,,,,,,,,,
0.736,1536657,-21,-0.022,,,,,,,,,
0.735,1536658,-20,-0.023,,,,,,,,,
0.734,1536658,-20,-0.024,,,,,,,,,
0.736,1536658,-20,-0.022,,,,,,,,,
0.738,1536659,-19,-0.02,,,,,,,,,
0.738,1536659,-19,-0.02,,,,,,,,,
0.738,1536661,-17,-0.02,,,,,,,,,
0.738,1536662,-16,-0.02,,,,,,,,,
0.741,1536662,-16,-0.017,,,,,,,,,
0.743,1536663,-15,-0.015,,,,,,,,,
0.742,1536665,-13,-0.016,,,,,,,,,
0.742,1536665,-13,-0.016,,,,,,,,,
0.744,1536667,-11,-0.014,,,,,,,,,
0.746,1536669,-9,-0.012,,,,,,,,,
0.748,1536669,-9,-0.01,,,,,,,,,
0.748,1536671,-7,-0.01,,,,,,,,,
0.749,1536672,-6,-0.009,,,,,,,,,
0.752,1536673,-5,-0.006,,,,,,,,,
0.754,1536674,-4,-0.004,,,,,,,,,
0.755,1536676,-2,-0.003,,,,,,,,,
0.755,1536677,-1,-0.003,,,,,,,,,
0.756,1536678,0,-0.002,,,,,,,,,
0.758,1536680,2,0,,,,,,,,,
0.76,1536680,2,0.002,,,,,,,,,
0.762,1536682,4,0.004,,,,,,,,,
0.763,1536683,5,0.005,,,,,,,,,
0.763,1536684,6,0.005,,,,,,,,,
0.767,1536685,7,0.009,,,,,,,,,
0.768,1536686,8,0.01,,,,,,,,,
0.769,1536687,9,0.011,,,,,,,,,
0.769,1536688,10,0.011,,,,,,,,,
0.77,1536688,10,0.012,,,,,,,,,
0.773,1536691,13,0.015,,,,,,,,,
0.774,1536691,13,0.016,,,,,,,,,
0.773,1536691,13,0.015,,,,,,,,,
0.772,1536693,15,0.014,,,,,,,,,
0.776,1536693,15,0.018,,,,,,,,,
0.777,1536695,17,0.019,,,,,,,,,
0.778,1536695,17,0.02,,,,,,,,,
0.776,1536696,18,0.018,,,,,,,,,
0.778,1536696,18,0.02,,,,,,,,,
0.78,1536696,18,0.022,,,,,,,,,
0.781,1536697,19,0.023,,,,,,,,,
0.78,1536697,19,0.022,,,,,,,,,
0.779,1536697,19,0.021,,,,,,,,,
0.781,1536697,19,0.023,,,,,,,,,
0.782,1536698,20,0.024,,,,,,,,,
0.782,1536698,20,0.024,,,,,,,,,
0.78,1536698,20,0.022,,,,,,,,,
0.78,1536698,20,0.022,,,,,,,,,
0.782,1536697,19,0.024,,,,,,,,,
0.783,1536697,19,0.025,,,,,,,,,
0.781,1536697,19,0.023,,,,,,,,,
0.779,1536697,19,0.021,,,,,,,,,
0.779,1536695,17,0.021,,,,,,,,,
0.78,1536695,17,0.022,,,,,,,,,
0.779,1536695,17,0.021,,,,,,,,,
0.776,1536693,15,0.018,,,,,,,,,
0.775,1536692,14,0.017,,,,,,,,,
0.776,1536691,13,0.018,,,,,,,,,
0.775,1536690,12,0.017,,,,,,,,,
0.773,1536688,10,0.015,,,,,,,,,
0.771,1536687,9,0.013,,,,,,,,,
0.77,1536686,8,0.012,,,,,,,,,
0.77,1536684,6,0.012,,,,,,,,,
0.769,1536684,6,0.011,,,,,,,,,
